time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-10-11T16:40:00.236Z,4.63688191,-74.08395934,2576.1005859375,4.288,173.1,0.57,0,gps,,,,,,,,67,
2019-10-11T16:40:35.200Z,4.63694236,-74.08449305,2603.46337890625,10.72,137.9,0.59,0,gps,1.1,0.9,1.4,11.0,,,,67,
2019-10-11T16:41:16.222Z,4.6367038,-74.08437741,2581.8740234375,6.432,252.6,1.11,0,gps,0.7,0.7,1.0,11.0,,,,67,
2019-10-11T16:46:13.163Z,4.6364079,-74.0848326,2580.5,23.016,,,0,network,,,,,,,,66,
2019-10-11T16:47:01.162Z,4.6365605,-74.0847366,2580.60009765625,22.953,,,0,network,,,,,,,,66,
2019-10-11T16:47:38.121Z,4.636507,-74.0847827,2580.60009765625,38.492,,,0,network,,,,,,,,65,
2019-10-11T16:48:09.487Z,4.63672157,-74.08468319,2588.522705078125,6.432,,0.0,11,gps,0.9,0.8,1.2,11.0,,,,65,
2019-10-11T16:48:41.452Z,4.6365539,-74.0847341,2580.60009765625,20.0,,,0,network,,,,,,,,65,
2019-10-11T16:49:19.602Z,4.636476,-74.0847928,2580.5,25.994,,,0,network,,,,,,,,65,
2019-10-11T16:50:00.644Z,4.6363769,-74.0848311,2580.5,22.885,,,0,network,,,,,,,,65,
2019-10-11T16:50:31.341Z,4.6364644,-74.0848244,2580.5,25.783,,,0,network,,,,,,,,64,
2019-10-11T16:51:13.053Z,4.6363316,-74.0849189,2580.5,24.682,,,0,network,,,,,,,,64,
2019-10-11T16:52:00.653Z,4.6364036,-74.0848464,2580.60009765625,23.339,,,0,network,,,,,,,,64,
2019-10-11T16:52:35.000Z,4.63679964,-74.08460187,2625.791015625,17.152,,0.0,0,gps,0.9,0.8,1.2,11.0,,,,64,
2019-10-11T16:53:08.000Z,4.63674853,-74.08454232,2606.775634765625,16.08,,0.0,0,gps,1.1,0.8,1.4,11.0,,,,64,
2019-10-11T16:54:05.000Z,4.63667911,-74.08451855,2595.185546875,25.728,,0.0,0,gps,1.3,0.8,1.5,11.0,,,,63,
2019-10-11T16:54:42.683Z,4.636364,-74.084886,2580.5,22.843,,,0,network,,,,,,,,63,
2019-10-11T16:55:14.180Z,4.6363028,-74.0849206,2580.5,24.779,,,0,network,,,,,,,,63,
2019-10-11T16:55:45.143Z,4.6365105,-74.0847505,2580.60009765625,26.617,,,0,network,,,,,,,,63,
2019-10-11T16:56:15.933Z,4.6363495,-74.0848325,2580.60009765625,26.73,,,0,network,,,,,,,,63,
2019-10-11T16:56:51.724Z,4.6364756,-74.0848048,2580.60009765625,25.528,,,0,network,,,,,,,,63,
2019-10-11T16:57:40.464Z,4.6363666,-74.0848573,2580.60009765625,22.838,,,0,network,,,,,,,,63,
2019-10-11T16:58:11.279Z,4.6364161,-74.0848527,2580.5,22.908,,,0,network,,,,,,,,62,
2019-10-11T16:59:00.583Z,4.636541,-74.0847397,2580.5,22.755,,,0,network,,,,,,,,62,
2019-10-11T16:59:36.603Z,4.6365277,-74.0847363,2580.5,26.341,,,0,network,,,,,,,,62,
2019-10-11T17:00:15.892Z,4.6364612,-74.0848007,2580.5,23.555,,,0,network,,,,,,,,62,
2019-10-11T17:01:00.665Z,4.6363465,-74.0848794,2580.5,27.718,,,0,network,,,,,,,,62,
