"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation"
"2019-10-10T15:57:34.000Z","4.6347916666667","-74.08002","2616.4","7.9","0","0","0","gps","1.09","0.88","1.4","3.4","","","","86",""
"2019-10-10T15:58:08.000Z","4.6352216666667","-74.080436666667","2567","8.9","325.75","1.3918089","0","gps","1.45","0.87","1.69","3.4","","","","86",""
"2019-10-10T15:58:42.000Z","4.6354233333333","-74.080808333333","2565.6","11.5","337.59","0","4","gps","1.99","1","2.22","3.4","","","","86",""
"2019-10-10T15:59:19.000Z","4.6358183333333","-74.080906666667","2599.2","8.1","296.68","1.0397389","7","gps","1.12","0.85","1.41","3.4","","","","86",""
"2019-10-10T15:59:53.000Z","4.6360033333333","-74.08103","2571.4","9.8","0","0","5","gps","1.5","0.97","1.79","3.4","","","","86",""
"2019-10-10T16:00:27.000Z","4.6360283333333","-74.081276666667","2595.3","9","128.4","2.3563983","0","gps","0.92","0.84","1.24","3.4","","","","86",""
"2019-10-10T16:01:06.000Z","4.6362666666667","-74.081465","2573.1","12.4","0","0","0","gps","1.31","0.9","1.59","3.4","","","","86",""
"2019-10-10T16:01:38.000Z","4.6364133333333","-74.08177","2579.8","3","199.65","0.009265","10","gps","0.82","0.82","1.16","3.4","","","","86",""
"2019-10-10T16:02:11.000Z","4.6366716666667","-74.082078333333","2576.9","8.2","329.65","1.0279002","0","gps","0.89","0.83","1.21","3.4","","","","86",""
"2019-10-10T16:02:44.000Z","4.636935","-74.082266666667","2577.7","16.6","0","0","0","gps","1.32","0.93","1.61","3.4","","","","86",""
"2019-10-10T16:03:19.000Z","4.6373883333333","-74.082151666667","2582.7","24.3","12.17","12.493338","0","gps","0.81","0.79","1.13","3.4","","","","86",""
"2019-10-10T16:03:52.000Z","4.6375916666667","-74.081996666667","2578.5","9.3","42.3","1.5673292","0","gps","1.15","0.9","1.46","3.4","","","","86",""
"2019-10-10T16:04:27.000Z","4.63787","-74.081966666667","2577.8","8","324.25","0.29596528","0","gps","1.37","0.92","1.65","3.4","","","","86",""
"2019-10-10T16:05:07.000Z","4.6379166666667","-74.081845","2577.8","9.6","0","0","4","gps","1.52","1","1.82","3.4","","","","86",""
"2019-10-10T16:05:46.000Z","4.638125","-74.081918333333","2577.8","7.3","112.01","0","7","gps","0.93","0.91","1.3","3.4","","","","86",""
"2019-10-10T16:06:23.000Z","4.6380883333333","-74.081855","2577.8","11.2","0","0","0","gps","1.43","0.96","1.72","3.4","","","","85",""
"2019-10-10T16:06:58.000Z","4.6379066666667","-74.081913333333","2571.6","12.6","0","0","7","gps","1.27","0.89","1.55","3.4","","","","85",""
"2019-10-10T16:07:36.000Z","4.6379","-74.081691666667","2576.2","12.5","0","0","6","gps","1.37","0.93","1.65","3.4","","","","85",""
"2019-10-10T16:08:16.000Z","4.6379266666667","-74.081721666667","2556","13.3","0","0","0","gps","1.77","0.99","2.03","3.4","","","","85",""
"2019-10-10T16:08:58.000Z","4.6377616666667","-74.081613333333","2578.6","13.4","0","0","0","gps","1.51","0.96","1.79","3.4","","","","85",""
"2019-10-10T16:09:34.000Z","4.6379233333333","-74.081778333333","2579.8","15","0","0","7","gps","0.96","0.88","1.3","3.4","","","","85",""
"2019-10-10T16:10:14.000Z","4.6380616666667","-74.081675","2590.4","12.9","0","0","0","gps","1.56","0.89","1.8","3.4","","","","85",""
"2019-10-10T16:10:55.000Z","4.6377666666667","-74.081651666667","2538.9","13.8","0","0","0","gps","1.54","0.98","1.83","3.4","","","","85",""
"2019-10-10T17:50:26.942Z","4.6379386","-74.0817221","2585.7001953125","22.522","","","0","network","","","","","","","","81",""
"2019-10-10T17:51:24.600Z","4.6379266","-74.0817263","2585.7001953125","23.261","","","0","network","","","","","","","","81",""
"2019-10-10T17:51:56.516Z","4.6379367","-74.0817228","2585.7001953125","22.478","","","0","network","","","","","","","","81",""
"2019-10-10T17:52:28.653Z","4.6379269","-74.0817268","2585.7001953125","23.216","","","0","network","","","","","","","","81",""
"2019-10-10T17:53:00.506Z","4.6379691","-74.081818","2585.7001953125","26.4","","","0","network","","","","","","","","81",""
"2019-10-10T17:53:32.551Z","4.6378463","-74.0818969","2581.7001953125","22.576","","","0","network","","","","","","","","81",""
"2019-10-10T17:54:04.992Z","4.6379244","-74.0820053","2578.6000976562","24.422","","","0","network","","","","","","","","81",""
"2019-10-10T17:54:36.569Z","4.6379227","-74.0819609","2579.7001953125","25.045","","","0","network","","","","","","","","81",""
"2019-10-10T17:55:10.833Z","4.6377911","-74.0822037","2578.6000976562","26.508","","","0","network","","","","","","","","81",""
"2019-10-10T17:55:44.213Z","4.637791","-74.0826328","2578.8000488281","31.38","","","0","network","","","","","","","","81",""
"2019-10-10T17:56:16.638Z","4.637791","-74.0826328","2578.8000488281","31.38","","","0","network","","","","","","","","81",""
"2019-10-10T17:56:42.000Z","4.6378816666667","-74.082843333333","2586.3","14.7","357.3","0","0","gps","1.1","0.9","1.42","3.4","","","","80",""
"2019-10-10T17:57:43.000Z","4.637715","-74.082968333333","2573.7","12","0","0","0","gps","2.09","0.98","2.3","3.4","","","","80",""
"2019-10-10T18:23:34.000Z","4.63794","-74.082831666667","2537.2","11.8","275.69","2.1963198","0","gps","1.28","0.98","1.61","3.4","","","","79",""
"2019-10-10T18:27:42.552Z","4.6381453","-74.0824649","2578.9001464844","26.525","","","0","network","","","","","","","","79",""
