"time","lat","lon","elevation","accuracy","bearing","speed","satellites","provider","hdop","vdop","pdop","geoidheight","ageofdgpsdata","dgpsid","activity","battery","annotation"
"2019-10-15T15:51:01.000Z","4.63508","-74.08059","2564.5","7.3","110.9","0.12971","0","gps","0.87","0.81","1.19","3.4","","","","96",""
"2019-10-15T15:51:37.000Z","4.6355616666667","-74.08083","2593.5","21.9","85.19","8.822339","0","gps","1.36","0.93","1.64","3.4","","","","96",""
"2019-10-15T15:52:11.000Z","4.6357633333333","-74.080923333333","2599.8","7.4","351.14","0.92907363","0","gps","0.85","0.82","1.18","3.4","","","","96",""
"2019-10-15T15:52:45.000Z","4.6359416666667","-74.08078","2579.3","10","350.18","1.4947534","0","gps","1.22","0.92","1.52","3.4","","","","95",""
"2019-10-15T15:53:20.000Z","4.6363916666667","-74.080925","2597.7","9.9","305.51","0.79781944","0","gps","1.35","0.92","1.64","3.4","","","","95",""
"2019-10-15T15:53:55.000Z","4.63657","-74.08092","2576.6","10","331.37","1.9394734","7","gps","1.04","0.85","1.34","3.4","","","","95",""
"2019-10-15T15:54:30.000Z","4.6369166666667","-74.081105","2578.4","10.8","335.89","1.1993028","0","gps","1.44","0.88","1.69","3.4","","","","95",""
"2019-10-15T15:55:04.000Z","4.6371533333333","-74.081191666667","2577","8.5","303.66","1.3933531","8","gps","0.91","0.83","1.23","3.4","","","","95",""
"2019-10-15T15:59:08.288Z","4.6365401","-74.0810106","2580.3000488281","26.4","","","0","network","","","","","","","","95",""
"2019-10-15T15:56:11.000Z","4.63762","-74.081535","2586.3","9.9","234.79","0.74686193","7","gps","1.25","0.87","1.53","3.4","","","","95",""
"2019-10-15T15:56:47.000Z","4.6377066666667","-74.081718333333","2550.7","19","293.54","3.043038","0","gps","1.58","0.96","1.85","3.4","","","","95",""
"2019-10-15T15:59:18.000Z","4.6380016666667","-74.081998333333","2614.9","9.4","0","0","0","gps","1.27","0.9","1.55","3.4","","","","94",""
"2019-10-15T15:59:52.000Z","4.63795","-74.081788333333","2591.5","10.4","47.28","0.231625","0","gps","1.59","0.9","1.83","3.4","","","","94",""
"2019-10-15T16:00:26.000Z","4.63805","-74.081653333333","2596","7.3","195.56","0.78134835","9","gps","0.85","0.82","1.18","3.4","","","","94",""
"2019-10-15T16:04:41.692Z","4.6379335","-74.0817254","2585.6000976562","23.485","","","0","network","","","","","","","","94",""
"2019-10-15T16:05:13.285Z","4.6379294","-74.0817238","2585.6000976562","23.375","","","0","network","","","","","","","","94",""
"2019-10-15T16:05:44.891Z","4.6379294","-74.0817236","2585.6000976562","23.372","","","0","network","","","","","","","","94",""
"2019-10-15T16:06:16.500Z","4.6379302","-74.0817236","2585.6000976562","23.254","","","0","network","","","","","","","","94",""
"2019-10-15T16:06:48.047Z","4.6379685","-74.0817311","2585.7001953125","23.65","","","0","network","","","","","","","","94",""
"2019-10-15T16:07:19.804Z","4.6379673","-74.0817312","2585.7001953125","23.621","","","0","network","","","","","","","","94",""
"2019-10-15T16:07:51.511Z","4.6379403","-74.0817198","2585.6000976562","23.26","","","0","network","","","","","","","","94",""
"2019-10-15T17:49:31.446Z","4.637954","-74.0817164","2585.6000976562","23.191","","","0","network","","","","","","","","90",""
"2019-10-15T17:50:03.342Z","4.6379539","-74.0817163","2585.6000976562","23.191","","","0","network","","","","","","","","90",""
"2019-10-15T17:50:35.449Z","4.637954","-74.0817161","2585.6000976562","23.248","","","0","network","","","","","","","","90",""
"2019-10-15T17:51:21.194Z","4.637954","-74.081716","2585.6000976562","23.248","","","0","network","","","","","","","","89",""
"2019-10-15T17:51:53.430Z","4.6379538","-74.0817156","2585.7001953125","23.3","","","0","network","","","","","","","","89",""
"2019-10-15T17:52:25.550Z","4.637954","-74.0817159","2585.7001953125","22.435","","","0","network","","","","","","","","89",""
"2019-10-15T17:52:57.428Z","4.6379464","-74.081732","2585.7001953125","20.1","","","0","network","","","","","","","","89",""
"2019-10-15T17:53:33.447Z","4.6379464","-74.081732","2585.6000976562","20","","","0","network","","","","","","","","89",""
"2019-10-15T17:54:22.468Z","4.6379203","-74.0817512","2579.5","24.821","","","0","network","","","","","","","","89",""
"2019-10-15T17:54:56.424Z","4.6379385","-74.0819417","2578.6000976562","23.547","","","0","network","","","","","","","","89",""
"2019-10-15T17:55:27.952Z","4.6379303","-74.0819417","2578.6000976562","23.805","","","0","network","","","","","","","","89",""
"2019-10-15T17:56:01.971Z","4.6379472","-74.0819386","2578.6000976562","23.708","","","0","network","","","","","","","","89",""
"2019-10-15T17:56:34.287Z","4.6378842","-74.0820259","2578.6000976562","26.426","","","0","network","","","","","","","","89",""
"2019-10-15T17:57:05.882Z","4.637877","-74.082049","2578.5","33.173","","","0","network","","","","","","","","89",""
"2019-10-15T17:53:56.000Z","4.6375016666667","-74.082901666667","2547","8.1","351.88","0.31501","0","gps","1.09","0.93","1.43","3.4","","","","89",""
"2019-10-15T17:54:34.000Z","4.6376066666667","-74.082963333333","2555.1","11.3","0","0","0","gps","1.51","0.93","1.78","3.4","","","","89",""
"2019-10-15T17:55:13.000Z","4.6376783333333","-74.082678333333","2548.6","10.5","0","0","5","gps","1.51","0.93","1.77","3.4","","","","89",""
"2019-10-15T17:55:51.000Z","4.6378416666667","-74.08278","2582.3","11.9","0","0","5","gps","1.5","0.93","1.77","3.4","","","","89",""
"2019-10-15T17:56:32.000Z","4.6377333333333","-74.08267","2540.4","16.5","0","0","5","gps","2.15","0.92","2.34","3.4","","","","89",""
"2019-10-15T17:57:19.000Z","4.63753","-74.08295","2520.9","10","0","0","5","gps","1.49","0.93","1.76","3.4","","","","89",""
"2019-10-15T17:57:59.000Z","4.6376316666667","-74.082843333333","2539.9","9.6","0","0","5","gps","1.49","0.93","1.75","3.4","","","","89",""
"2019-10-15T17:58:40.000Z","4.6378483333333","-74.082816666667","2569.2","11.7","0","0","0","gps","1.62","0.88","1.84","3.4","","","","89",""
"2019-10-15T18:00:10.000Z","4.638025","-74.081973333333","2504.3","19.6","0","0","4","gps","2.69","0.92","2.84","3.4","","","","89",""
"2019-10-15T18:00:55.000Z","4.63659","-74.0825","3318.9","13.8","0","0","0","gps","1.3","0.99","1.63","3.4","","","","89",""
"2019-10-15T18:01:32.000Z","4.63757","-74.082935","2521.7","18","0","0","5","gps","1.46","0.93","1.73","3.4","","","","89",""
"2019-10-15T18:02:23.000Z","4.6377433333333","-74.08274","2567.2","9.8","0","0","0","gps","1.38","0.91","1.65","3.4","","","","89",""
"2019-10-15T18:03:02.000Z","4.6377616666667","-74.08281","2598","20","0","0","0","gps","2.02","0.99","2.25","3.4","","","","88",""
"2019-10-15T18:03:41.000Z","4.6378183333333","-74.082975","2600.1","10.4","0","0","5","gps","1.58","0.98","1.85","3.4","","","","88",""
"2019-10-15T18:04:19.000Z","4.6377366666667","-74.08265","2582.2","9.6","0","0","0","gps","1.52","0.89","1.76","3.4","","","","88",""
"2019-10-15T18:05:05.000Z","4.6377666666667","-74.08264","2539.6","10.3","0","0","0","gps","1.51","0.89","1.75","3.4","","","","88",""
"2019-10-15T18:05:47.000Z","4.6377283333333","-74.082721666667","2568.7","7.8","0","0","5","gps","1.51","0.89","1.75","3.4","","","","88",""
"2019-10-15T18:06:31.000Z","4.6376216666667","-74.082473333333","2527.5","19.7","0","0","0","gps","2.24","1","2.45","3.4","","","","88",""
"2019-10-15T18:07:13.000Z","4.6376983333333","-74.082733333333","2575.2","15","280.83","0.89304304","4","gps","2.23","1","2.44","3.4","","","","88",""
"2019-10-15T18:08:15.000Z","4.6377133333333","-74.082821666667","2574.8","20.1","296.45","4.1280723","0","gps","1.86","0.9","2.07","3.4","","","","88",""
"2019-10-15T18:14:46.000Z","4.637755","-74.083065","2626","7","0","0","7","gps","0.88","0.89","1.25","3.4","","","","88",""
"2019-10-15T18:15:34.000Z","4.6375433333333","-74.082086666667","2598.4","12.2","0","0","5","gps","1.82","0.91","2.04","3.4","","","","88",""
"2019-10-15T18:16:28.000Z","4.6380616666667","-74.082955","2671.8","13","0","0","4","gps","2.15","0.99","2.36","3.4","","","","88",""
"2019-10-15T18:17:33.000Z","4.638185","-74.082733333333","2721.4","9.8","0","0","4","gps","1.43","0.98","1.74","3.4","","","","88",""
"2019-10-15T18:18:42.000Z","4.638025","-74.083005","2638.8","7.3","0","0","0","gps","1.27","0.91","1.56","3.4","","","","88",""
"2019-10-15T18:20:03.000Z","4.6380116666667","-74.082555","2560.4","11.7","0","0","3","gps","2.95","1","3.11","3.4","","","","88",""
"2019-10-15T18:21:19.000Z","4.6381183333333","-74.082846666667","2723","9.5","0","0","4","gps","1.41","0.99","1.72","3.4","","","","87",""
"2019-10-15T18:22:52.000Z","4.6377016666667","-74.082596666667","2534.7","13.3","0","0","5","gps","2.02","0.99","2.25","3.4","","","","87",""
"2019-10-15T18:23:49.000Z","4.6378233333333","-74.082715","2570.4","15.9","0","0","5","gps","2.02","0.99","2.25","3.4","","","","87",""
"2019-10-15T18:25:04.000Z","4.637955","-74.082736666667","2608.3","10.1","0","0","0","gps","2.01","0.99","2.24","3.4","","","","87",""
"2019-10-15T18:26:22.000Z","4.6375033333333","-74.082673333333","2564.9","10.5","0","0","5","gps","1.6","0.84","1.81","3.4","","","","87",""
"2019-10-15T18:30:38.745Z","4.6373061","-74.0822813","2579.2001953125","23.708","","","0","network","","","","","","","","87",""
"2019-10-15T18:31:11.037Z","4.637184","-74.0823322","2579.1000976562","26.225","","","0","network","","","","","","","","87",""
"2019-10-15T18:28:02.000Z","4.6366183333333","-74.08274","2560.3","11.1","174.5","1.8931483","5","gps","1.43","0.91","1.7","3.4","","","","87",""
"2019-10-15T18:28:41.000Z","4.63628","-74.082745","2562.3","12.8","0","0","6","gps","1.15","0.87","1.44","3.4","","","","87",""
"2019-10-15T18:29:20.000Z","4.635745","-74.082523333333","2547.6","10.3","0","0","0","gps","1.41","0.91","1.67","3.4","","","","87",""
"2019-10-15T18:29:59.000Z","4.6356433333333","-74.08326","2578.1","12.5","272.15","0.18427056","6","gps","1.25","0.87","1.52","3.4","","","","87",""
"2019-10-15T18:30:39.000Z","4.6351033333333","-74.082881666667","2563","8.6","222.48","0.90797","0","gps","1.27","0.86","1.54","3.4","","","","87",""
"2019-10-15T18:31:13.000Z","4.6352166666667","-74.082743333333","2569.6","5.9","22.23","0.1693436","0","gps","0.81","0.83","1.16","3.4","","","","87",""
"2019-10-15T18:31:46.000Z","4.635195","-74.08278","2574.5","7.9","83.24","0.07720833","0","gps","1.02","0.99","1.42","3.4","","","","87",""
"2019-10-15T18:32:21.000Z","4.6348766666667","-74.082785","2574.5","14","0","0","5","gps","1.5","0.96","1.78","3.4","","","","87",""
"2019-10-15T18:32:55.000Z","4.63475","-74.082971666667","2574.6","10.2","146.44","1.5626967","0","gps","1.46","0.98","1.76","3.4","","","","87",""
"2019-10-15T18:37:11.518Z","4.6344742","-74.0826957","2581.2001953125","24.984","","","0","network","","","","","","","","87",""
