time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-10-11T14:39:30.439Z,4.6410349,-74.0817596,2577.7001953125,23.155,,,0,network,,,,,,,,89,
2019-10-11T14:40:02.021Z,4.6408809,-74.0818064,2578.300048828125,22.78,,,0,network,,,,,,,,89,
2019-10-11T14:40:34.512Z,4.6409715,-74.0818058,2577.7001953125,23.553,,,0,network,,,,,,,,89,
2019-10-11T14:41:12.463Z,4.6410031,-74.081795,2577.7001953125,23.924,,,0,network,,,,,,,,89,
2019-10-11T14:46:12.635Z,4.6410373,-74.0817652,2577.7001953125,22.472,,,0,network,,,,,,,,88,
2019-10-11T14:46:43.984Z,4.6410373,-74.0817652,2577.7001953125,22.472,,,0,network,,,,,,,,88,
2019-10-11T14:47:18.191Z,4.64109945,-74.08170829,2574.240234375,7.504,,0.0,0,gps,,,,,,,,87,
2019-10-11T14:47:49.002Z,4.6410294,-74.0817827,2577.7001953125,22.64,,,0,network,,,,,,,,87,
2019-10-11T14:48:19.775Z,4.6410207,-74.0817861,2577.7001953125,23.023,,,0,network,,,,,,,,87,
2019-10-11T14:48:51.586Z,4.641031,-74.0817658,2577.7001953125,22.692,,,0,network,,,,,,,,87,
2019-10-11T14:51:12.503Z,4.6410379,-74.081764,2577.7001953125,22.391,,,0,network,,,,,,,,87,
2019-10-11T14:52:00.602Z,4.6410298,-74.0817665,2577.7001953125,22.765,,,0,network,,,,,,,,87,
2019-10-11T14:52:31.463Z,4.6410378,-74.081764,2577.7001953125,22.442,,,0,network,,,,,,,,87,
2019-10-11T14:53:02.170Z,4.641038,-74.0817629,2578.300048828125,22.561,,,0,network,,,,,,,,87,
2019-10-11T14:53:32.921Z,4.641025,-74.0817762,2577.7001953125,22.902,,,0,network,,,,,,,,87,
2019-10-11T14:54:03.751Z,4.6410193,-74.0817826,2577.7001953125,23.047,,,0,network,,,,,,,,86,
2019-10-11T14:54:34.373Z,4.6410375,-74.081764,2577.7001953125,22.54,,,0,network,,,,,,,,86,
2019-10-11T14:55:10.523Z,4.641044,-74.0817622,2577.7001953125,22.112,,,0,network,,,,,,,,86,
