time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-10-21T14:42:18.026Z,4.6372949,-74.0827625,2579.10009765625,23.995,,,0,network,,,,,,,,58,
2019-10-21T14:39:03.000Z,4.637561666666667,-74.08281333333333,2472.0,17.8,0.0,0.0,5,gps,1.17,0.98,1.53,3.4,,,,58,
2019-10-21T14:39:44.000Z,4.637251666666667,-74.08276000000001,2620.7,13.4,0.0,0.0,5,gps,1.56,0.93,1.81,3.4,,,,58,
2019-10-21T14:40:15.000Z,4.637471666666666,-74.08305833333334,2512.0,11.8,216.01,0.69178665,6,gps,1.64,0.93,1.88,3.4,,,,58,"fem a imparm"
2019-10-21T14:40:49.000Z,4.637491666666667,-74.08277166666667,2566.8,11.5,5.45,1.3423955,6,gps,1.41,0.92,1.68,3.4,,,,58,
2019-10-21T14:45:02.400Z,4.6378145,-74.0828535,2578.60009765625,29.923,,,0,network,,,,,,,,58,
2019-10-21T14:45:39.426Z,4.6381433,-74.0824683,2578.900146484375,25.723,,,0,network,,,,,,,,58,
2019-10-21T14:42:28.000Z,4.638133333333333,-74.08213333333333,2580.9,9.1,62.49,1.1442275,7,gps,1.05,0.93,1.40,3.4,,,,58,
2019-10-21T14:43:02.000Z,4.638465,-74.08191333333333,2591.6,6.6,48.22,0.6742861,0,gps,0.72,0.78,1.06,3.4,,,,58,
2019-10-21T14:47:28.074Z,4.6386119,-74.0815437,2579.400146484375,33.285,,,0,network,,,,,,,,58,
2019-10-21T14:44:08.000Z,4.638764999999999,-74.08150666666667,2578.2,6.5,20.62,0.69538975,10,gps,0.78,0.81,1.12,3.4,,,,58,
2019-10-21T14:44:42.000Z,4.639078333333333,-74.08150833333335,2565.0,10.6,338.58,1.6239486,0,gps,0.97,0.90,1.32,3.4,,,,58,
2019-10-21T14:49:08.198Z,4.6394493,-74.0814747,2580.800048828125,26.296,,,0,network,,,,,,,,58,
2019-10-21T14:49:41.457Z,4.639453,-74.0814035,2578.0,27.934,,,0,network,,,,,,,,58,
2019-10-21T14:50:13.711Z,4.6395181,-74.0815095,2578.0,24.466,,,0,network,,,,,,,,58,
2019-10-21T14:46:55.000Z,4.639975,-74.081735,2575.6,8.4,286.12,1.0078261,7,gps,1.03,0.89,1.37,3.4,,,,58,
2019-10-21T14:47:30.000Z,4.640031666666667,-74.08192000000001,2570.8,14.2,0.0,0.0,0,gps,0.98,0.85,1.30,3.4,,,,58,
2019-10-21T14:48:10.000Z,4.6404483333333335,-74.08206333333332,2624.1,10.6,0.0,0.0,5,gps,1.56,0.98,1.84,3.4,,,,58,
2019-10-21T14:52:38.096Z,4.6404432,-74.0819327,2578.0,23.157,,,0,network,,,,,,,,58,"biología"
2019-10-21T14:53:28.598Z,4.640463,-74.081932,2578.0,25.294,,,0,network,,,,,,,,58,
2019-10-21T14:54:00.549Z,4.6408397,-74.0819816,2578.2001953125,23.019,,,0,network,,,,,,,,58,
2019-10-21T14:54:33.458Z,4.6407069,-74.0818437,2578.2001953125,22.456,,,0,network,,,,,,,,58,
2019-10-21T14:55:05.485Z,4.6407946,-74.0818198,2578.2001953125,32.059,,,0,network,,,,,,,,58,
2019-10-21T14:55:36.976Z,4.6410887,-74.0817109,2577.400146484375,22.508,,,0,network,,,,,,,,58,
2019-10-21T14:56:08.708Z,4.6410764,-74.0817184,2577.400146484375,22.535,,,0,network,,,,,,,,58,
2019-10-21T14:56:18.218Z,4.6410697,-74.081713,2577.400146484375,22.686,,,0,network,,,,,,,,58,"cafetería biología"
2019-10-21T14:56:49.885Z,4.6410864,-74.0817142,2577.400146484375,22.606,,,0,network,,,,,,,,57,
2019-10-21T14:57:22.623Z,4.6410036,-74.0817447,2577.400146484375,24.688,,,0,network,,,,,,,,57,
2019-10-21T14:57:54.635Z,4.6409125,-74.0817836,2578.2001953125,30.73,,,0,network,,,,,,,,57,
2019-10-21T14:58:00.470Z,4.640664,-74.0818876,2578.2001953125,24.14,,,0,network,,,,,,,,57,"Bilogia a imparm"
2019-10-21T14:58:44.739Z,4.6402223,-74.0820335,2578.7001953125,31.025,,,0,network,,,,,,,,57,
2019-10-21T14:59:21.614Z,4.6403804,-74.0819734,2578.0,26.294,,,0,network,,,,,,,,57,
2019-10-21T14:56:01.000Z,4.640076666666667,-74.082185,2580.7,8.1,296.18,0.5461203,0,gps,1.01,0.84,1.32,3.4,,,,57,
2019-10-21T15:00:27.424Z,4.6398796,-74.0821647,2578.7001953125,35.067,,,0,network,,,,,,,,57,
2019-10-21T14:57:10.000Z,4.640251666666667,-74.08277500000001,2580.9,8.0,315.45,1.198788,9,gps,0.87,0.84,1.21,3.4,,,,57,
2019-10-21T14:57:46.000Z,4.64026,-74.08287166666668,2540.0,13.6,289.57,1.4144567,0,gps,1.21,0.98,1.55,3.4,,,,57,
2019-10-21T14:58:23.000Z,4.640538333333334,-74.08345166666666,2593.3,11.7,0.0,0.0,7,gps,1.21,0.98,1.55,3.4,,,,57,
2019-10-21T14:58:59.000Z,4.640676666666667,-74.08374166666667,2590.8,10.6,0.0,0.0,0,gps,0.94,0.89,1.29,3.4,,,,57,
2019-10-21T14:59:40.000Z,4.640936666666667,-74.08356166666667,2660.7,12.1,0.0,0.0,0,gps,1.68,0.95,1.93,3.4,,,,57,
2019-10-21T15:00:17.000Z,4.641331666666666,-74.08373,2586.9,17.0,0.0,0.0,0,gps,1.26,0.87,1.53,3.4,,,,57,
2019-10-21T15:01:02.000Z,4.641443333333333,-74.08351333333333,2675.1,12.0,0.0,0.0,0,gps,2.40,0.99,2.60,3.4,,,,56,
2019-10-21T15:01:38.000Z,4.64129,-74.08354,2603.9,10.2,160.56,1.5446814,0,gps,0.91,0.85,1.25,3.4,,,,56,
2019-10-21T15:02:13.000Z,4.641331666666666,-74.08373,2571.4,10.9,219.87,1.791748,8,gps,0.96,0.86,1.29,3.4,,,,56,
2019-10-21T15:02:48.000Z,4.64144,-74.08383666666667,2583.2,12.6,120.85,3.0692885,9,gps,0.85,0.81,1.17,3.4,,,,56,
2019-10-21T15:03:23.000Z,4.641105,-74.08375,2592.2,9.0,183.81,1.1689342,6,gps,1.02,0.91,1.37,3.4,,,,56,
2019-10-21T15:03:58.000Z,4.6407316666666665,-74.08375,2600.5,10.2,219.41,0.91569084,7,gps,1.14,0.90,1.45,3.4,,,,56,
2019-10-21T15:04:34.000Z,4.640531666666666,-74.08348500000001,2578.3,8.3,42.54,0.8786308,6,gps,1.10,0.90,1.43,3.4,,,,56,
2019-10-21T15:05:08.000Z,4.64064,-74.08346,2568.2,9.6,192.87,0.2244189,0,gps,1.23,0.88,1.51,3.4,,,,56,
2019-10-21T15:09:34.010Z,4.6395937,-74.0831374,2577.800048828125,31.223,,,0,network,,,,,,,,56,
2019-10-21T15:10:05.510Z,4.6396018,-74.0831504,2577.800048828125,32.323,,,0,network,,,,,,,,56,
2019-10-21T15:10:37.726Z,4.6396582,-74.0831681,2577.800048828125,24.368,,,0,network,,,,,,,,56,
2019-10-21T15:11:10.684Z,4.6396324,-74.0831408,2577.800048828125,27.887,,,0,network,,,,,,,,56,
2019-10-21T15:11:42.738Z,4.639714,-74.0832228,2577.800048828125,36.597,,,0,network,,,,,,,,56,
2019-10-21T15:12:14.028Z,4.6396058,-74.0831408,2578.0,32.332,,,0,network,,,,,,,,56,
2019-10-21T15:08:28.000Z,4.640515000000001,-74.08338,2579.0,7.7,96.7,0.6037692,0,gps,0.99,0.84,1.29,3.4,,,,56,"imparm a fem"
2019-10-21T15:09:03.000Z,4.640436666666666,-74.08308833333334,2580.4,9.2,90.92,0.0,8,gps,0.99,0.84,1.30,3.4,,,,55,
2019-10-21T15:09:37.000Z,4.6406149999999995,-74.08285500000001,2584.9,8.4,23.49,0.731935,0,gps,0.83,0.82,1.17,3.4,,,,55,
2019-10-21T15:10:12.000Z,4.64095,-74.08269,2572.7,8.4,5.06,0.6397997,9,gps,0.83,0.82,1.17,3.4,,,,55,
