time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2019-10-23T15:04:04.000Z,4.636881666666667,-74.08245666666667,2585.4,7.6,228.39,0.3314811,0,gps,0.99,0.83,1.30,3.4,,,,76,
2019-10-23T15:04:15.000Z,4.63678,-74.082435,2583.6,5.6,229.13,0.5903864,8,gps,0.85,0.82,1.18,3.4,,,,76,
2019-10-23T15:04:36.000Z,4.636733333333334,-74.08251833333334,2579.3,4.1,233.38,0.7525239,9,gps,0.77,0.80,1.11,3.4,,,,76,
2019-10-23T15:04:51.000Z,4.636676666666666,-74.08259,2577.7,3.9,212.34,0.65935916,11,gps,,,,3.4,,,,76,
2019-10-23T15:05:04.000Z,4.636585,-74.08262166666667,2584.9,4.9,187.49,0.8626744,12,gps,0.72,0.79,1.07,3.4,,,,76,
2019-10-23T15:05:18.000Z,4.636498333333334,-74.08266833333333,2581.1,3.9,202.38,0.9836342,12,gps,0.70,0.79,1.05,3.4,,,,76,
2019-10-23T15:05:28.000Z,4.636403333333333,-74.08270833333333,2581.4,5.0,211.27,1.4427664,12,gps,0.70,0.79,1.05,3.4,,,,76,
2019-10-23T15:05:38.000Z,4.6363,-74.08273000000001,2583.5,4.8,196.24,1.2492309,12,gps,0.76,0.83,1.12,3.4,,,,76,
2019-10-23T15:05:49.000Z,4.636208333333333,-74.08275333333333,2585.3,4.4,185.81,0.9337061,12,gps,0.76,0.82,1.12,3.4,,,,76,
2019-10-23T15:06:11.000Z,4.636241666666667,-74.08288333333333,2586.0,23.8,0.0,0.0,0,gps,2.54,0.91,2.70,3.4,,,,76,
2019-10-23T15:06:22.000Z,4.636030000000001,-74.08261833333333,2586.9,23.9,0.0,0.0,0,gps,2.64,0.97,2.82,3.4,,,,76,
2019-10-23T15:06:35.000Z,4.635758333333333,-74.08280500000001,2586.1,11.0,184.84,1.089667,9,gps,1.14,0.89,1.44,3.4,,,,76,
2019-10-23T15:06:49.000Z,4.635613333333334,-74.08265333333334,2586.1,10.8,110.2,1.1009909,0,gps,1.28,0.90,1.56,3.4,,,,76,
2019-10-23T15:07:17.000Z,4.63539,-74.08268500000001,2586.1,13.4,132.46,2.4778728,0,gps,1.08,0.90,1.40,3.4,,,,76,
2019-10-23T15:07:31.000Z,4.6352883333333335,-74.08270833333333,2586.2,14.6,218.37,1.0026789,5,gps,2.39,0.97,2.58,3.4,,,,76,
2019-10-23T15:07:46.000Z,4.6351933333333335,-74.08272166666667,2586.2,12.3,0.0,0.0,0,gps,1.35,0.96,1.65,3.4,,,,76,
2019-10-23T15:08:07.000Z,4.634995,-74.083055,2586.1,11.9,0.0,0.0,0,gps,1.72,0.97,1.97,3.4,,,,76,
2019-10-23T15:08:22.000Z,4.6350999999999996,-74.08301499999999,2586.2,13.6,0.0,0.0,7,gps,1.89,0.94,2.11,3.4,,,,76,
2019-10-23T15:08:34.000Z,4.635088333333333,-74.08321166666666,2586.2,25.9,81.26,0.18632944,0,gps,99.99,1.00,99.99,3.4,,,,76,
2019-10-23T15:08:47.000Z,4.635181666666667,-74.08311333333333,2586.2,10.6,14.52,0.80708444,0,gps,1.61,0.91,1.84,3.4,,,,76,
2019-10-23T15:09:07.000Z,4.634919999999999,-74.08319333333334,2586.2,11.5,202.96,0.0,0,gps,1.26,0.90,1.55,3.4,,,,76,
2019-10-23T15:09:51.000Z,4.63482,-74.08350666666666,2586.2,9.2,173.62,0.5502381,0,gps,0.84,0.84,1.19,3.4,,,,75,
2019-10-23T15:10:04.000Z,4.634876666666667,-74.08358333333334,2586.1,10.1,295.47,1.3171742,0,gps,0.88,0.82,1.21,3.4,,,,75,
2019-10-23T15:10:18.000Z,4.634848333333333,-74.08374333333333,2586.2,9.7,258.95,0.9887814,9,gps,0.93,0.83,1.24,3.4,,,,75,
2019-10-23T15:10:33.000Z,4.634926666666667,-74.08384333333333,2586.1,9.2,298.5,1.1195208,0,gps,0.87,0.83,1.20,3.4,,,,75,
2019-10-23T15:10:46.000Z,4.6348650000000005,-74.08392333333333,2586.2,9.6,343.74,0.59604836,8,gps,1.09,0.92,1.43,3.4,,,,75,
2019-10-23T15:11:01.000Z,4.634828333333333,-74.08412833333334,2585.9,8.5,167.12,1.1442275,9,gps,1.17,0.93,1.50,3.4,,,,75,
2019-10-23T15:11:16.000Z,4.634691666666667,-74.08421166666668,2565.8,15.4,154.28,0.8359089,8,gps,1.33,0.96,1.65,3.4,,,,75,
2019-10-23T15:11:30.000Z,4.634595,-74.08413833333334,2591.1,15.6,271.48,0.0,0,gps,1.56,0.98,1.84,3.4,,,,75,
2019-10-23T15:11:49.000Z,4.634426666666667,-74.08397833333333,2586.7,18.6,0.0,0.0,0,gps,1.04,0.93,1.39,3.4,,,,75,
2019-10-23T15:15:58.610Z,4.634563,-74.0842615,2581.900146484375,39.318,,,0,network,,,,,,,,75,
2019-10-23T15:16:31.059Z,4.6343578,-74.083882,2581.900146484375,24.425,,,0,network,,,,,,,,75,
2019-10-23T15:13:15.000Z,4.634343333333334,-74.08368166666668,2611.1,15.4,0.0,0.0,0,gps,2.30,0.99,2.51,3.4,,,,75,
2019-10-23T15:14:36.000Z,4.634933333333334,-74.08413333333333,2596.0,20.8,0.0,0.0,0,gps,1.85,1.00,2.10,3.4,,,,75,
2019-10-23T15:18:43.822Z,4.6347348,-74.0839244,2581.900146484375,33.24,,,0,network,,,,,,,,75,
2019-10-23T15:15:47.000Z,4.633733333333334,-74.08375166666666,2606.1,17.2,0.0,0.0,0,gps,2.55,0.96,2.73,3.4,,,,75,
2019-10-23T15:19:56.380Z,4.6343521,-74.0838653,2581.5,23.904,,,0,network,,,,,,,,75,
2019-10-23T15:20:39.742Z,4.6342683,-74.083912,2581.2001953125,29.453,,,0,network,,,,,,,,75,
2019-10-23T15:17:09.000Z,4.63416,-74.08414666666665,2593.7,8.9,254.75,0.95275086,11,gps,0.82,0.80,1.14,3.4,,,,75,
2019-10-23T15:21:24.874Z,4.6342863,-74.0840344,2581.800048828125,24.906,,,0,network,,,,,,,,75,
2019-10-23T15:17:41.000Z,4.634095,-74.08447,2572.3,10.3,244.3,0.0,0,gps,1.34,0.87,1.60,3.4,,,,75,
2019-10-23T15:17:56.000Z,4.63417,-74.08441666666666,2600.5,9.7,236.09,0.4869272,0,gps,1.27,0.87,1.54,3.4,,,,75,
2019-10-23T15:18:09.000Z,4.633878333333333,-74.08448833333334,2487.6,15.6,0.0,0.0,5,gps,1.69,0.98,1.95,3.4,,,,74,
2019-10-23T15:22:18.849Z,4.6340661,-74.0847456,2581.900146484375,27.765,,,0,network,,,,,,,,74,
2019-10-23T15:18:46.000Z,4.6342083333333335,-74.08487,2577.8,12.4,0.0,0.0,4,gps,1.79,1.00,2.05,3.4,,,,74,
2019-10-23T15:22:54.799Z,4.6340746,-74.0847894,2581.900146484375,24.711,,,0,network,,,,,,,,74,
2019-10-23T15:19:35.000Z,4.634485,-74.084735,2626.8,15.6,0.0,0.0,5,gps,2.46,0.94,2.64,3.4,,,,74,
